index	Column 1	recipient	sender	tosplit 2 2 1	toWD	tosplit 2 2 2
966	Jacobson, Hermann an Zunz, Leopold: / H. Jacobson: o.O., 27.10.1823	Zunz, Leopold	Jacobson, Hermann	/ H. Jacobson: o.O.	/ H. Jacobson: o.O.	 27.10.1823
972	Jacobson, Jakob Hirsch an Zunz, Leopold: Mislowitz, März 1842	Zunz, Leopold	Jacobson, Jakob Hirsch	Mislowitz	Mislowitz	 März 1842
973	Jacobson, Jakob Hirsch an Zunz, Leopold: Mislowitz, 10.05.1842	Zunz, Leopold	Jacobson, Jakob Hirsch	Mislowitz	Mislowitz	 10.05.1842
975	Jacobson, Jakob Hirsch an Zunz, Leopold: Kempen (bei Breslau), 05.07.1846	Zunz, Leopold	Jacobson, Jakob Hirsch	Kempen (bei Breslau)	Kempen (bei Breslau)	 05.07.1846
976	Jacobson, Jakob Hirsch an Zunz, Leopold: Kempen bei Breslau, 02.09.1846	Zunz, Leopold	Jacobson, Jakob Hirsch	Kempen bei Breslau	Kempen bei Breslau	 02.09.1846
977	Jacobson, Jakob Hirsch an Zunz, Leopold: Marienwerder, 25.05.1859	Zunz, Leopold	Jacobson, Jakob Hirsch	Marienwerder	Marienwerder	 25.05.1859
982	Jacobson, Meyer an Zunz, Leopold: o.O., 21.02.1817	Zunz, Leopold	Jacobson, Meyer	o.O.	o.O.	 21.02.1817
985	Jeiteles, Joseph an Zunz, Leopold: o.O., erhalten 14.2.1845	Zunz, Leopold	Jeiteles, Joseph	o.O.	o.O.	 erhalten 14.2.1845
986	Jeiteles, Joseph an Zunz, Leopold: Eidlitz, 03.05.1847	Zunz, Leopold	Jeiteles, Joseph	Eidlitz	Eidlitz	 03.05.1847
987	Jeiteles, Joseph an Zunz, Leopold: o.O., 1872	Zunz, Leopold	Jeiteles, Joseph	o.O.	o.O.	1872
997	Johlson, Josef an Zunz, Leopold: / , 22.09.1833	Zunz, Leopold	Johlson, Josef	/ 	/ 	 22.09.1833
1001	Johlson, Josef an Zunz, Leopold: / , 22.10.1833	Zunz, Leopold	Johlson, Josef	/ 	/ 	 22.10.1833
1024	Jost, Isaak Markus an Zunz, Leopold: o.O., vermutlich Berlin, o.D.	Zunz, Leopold	Jost, Isaak Markus	o.O.	o.O.	 vermutlich Berlin, o.D.
1073	Jost, Isaak Markus an Zunz, Leopold: o.O., erhalten 22. April	Zunz, Leopold	Jost, Isaak Markus	o.O.	o.O.	 erhalten 22. April
1081	Kaempf, Saul Isaak an Zunz, Leopold: Halle, 20.08.1844	Zunz, Leopold	Kaempf, Saul Isaak	Halle	Halle	 20.08.1844
1083	Kaempf, Saul Isaak an Zunz, Leopold: Strelitz in Meklenburg, 15.12.1844	Zunz, Leopold	Kaempf, Saul Isaak	Strelitz in Meklenburg	Strelitz in Meklenburg	 15.12.1844
1087	Kalisch, Moritz an Zunz, Leopold: Gleißen, 29.08.1822	Zunz, Leopold	Kalisch, Moritz	Gleißen	Gleißen	 29.08.1822
1088	Kalisch, Moritz an Zunz, Leopold: Gleißen, 02.09.1822	Zunz, Leopold	Kalisch, Moritz	Gleißen	Gleißen	 02.09.1822
1089	Kalisch, ... an Zunz, Leopold: o.O., Januar 1855	Zunz, Leopold	Kalisch, ...	o.O.	o.O.	 Januar 1855
1093	Katzenellenbogen, M. an Zunz, Leopold: o.O., erhalten 13.11.1850	Zunz, Leopold	Katzenellenbogen, M.	o.O.	o.O.	 erhalten 13.11.1850
1099	Kaufmann, David an Zunz, Leopold: Kojetein, 09.08.1874	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 09.08.1874
1112	Kaufmann, David an Zunz, Leopold: Kojetein, 09.08.1875	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 09.08.1875
1113	Kaufmann, David an Zunz, Leopold: Kojetein, 19.08.1875	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 19.08.1875
1114	Kaufmann, David an Zunz, Leopold: Kojetein, 22.08.1875	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 22.08.1875
1115	Kaufmann, David an Zunz, Leopold: Kojetein, 03.09.1875	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 03.09.1875
1116	Kaufmann, David an Zunz, Leopold: Kojetein, 29.09.1875	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 29.09.1875
1117	Kaufmann, David an Zunz, Leopold: Kojetein, 09.10.1875	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 09.10.1875
1121	Kaufmann, David an Zunz, Leopold: Kojetein, 14.04.1876	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 14.04.1876
1122	Kaufmann, David an Zunz, Leopold: Kojetein, 26.04.1876	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 26.04.1876
1125	Kaufmann, David an Zunz, Leopold: o.O., 07.06.1876	Zunz, Leopold	Kaufmann, David	o.O.	o.O.	 07.06.1876
1126	Kaufmann, David an Zunz, Leopold: Kojetein, 21.07.1876	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 21.07.1876
1127	Kaufmann, David an Zunz, Leopold: Kojetein, 08.08.1876	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 08.08.1876
1128	Kaufmann, David an Zunz, Leopold: Kojetein, 25.08.1876	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 25.08.1876
1130	Kaufmann, David an Zunz, Leopold: Kojetein, 05.10.1876	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 05.10.1876
1135	Kaufmann, David an Zunz, Leopold: Kojetein, 01.04.1877	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 01.04.1877
1136	Kaufmann, David an Zunz, Leopold: Kojetein, 21.05.1877	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 21.05.1877
1137	Kaufmann, David an Zunz, Leopold: Kojetein, 07.06.1877	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 07.06.1877
1138	Kaufmann, David an Zunz, Leopold: Kojetein, 17.06.1877	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 17.06.1877
1139	Kaufmann, David an Zunz, Leopold: Kojetein, 21.06.1877	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 21.06.1877
1140	Kaufmann, David an Zunz, Leopold: Kojetein, 27.04.1877	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 27.04.1877
1144	Kaufmann, David an Zunz, Leopold: Kojetein, 07.09.1877	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 07.09.1877
1153	Kaufmann, David an Zunz, Leopold: Kojetein, 16.07.1879	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 16.07.1879
1164	Kaufmann, David an Zunz, Leopold: Kojetein, 09.08.1880	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 09.08.1880
1165	Kaufmann, David an Zunz, Leopold: Kojetein, 05.09.1880	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 05.09.1880
1175	Kaufmann, David an Zunz, Leopold: Kojetein, 30.08.1881	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 30.08.1881
1181	Kaufmann, David an Zunz, Leopold: Kojetein, 20.07.1882	Zunz, Leopold	Kaufmann, David	Kojetein	Kojetein	 20.07.1882
1196	Kayserling, Meyer an Zunz, Leopold: o.O., 29.12.1858	Zunz, Leopold	Kayserling, Meyer	o.O.	o.O.	 29.12.1858
1371	Kley, Johanna an Zunz, Adelheid: Hamburg-Pöseldorf, 16.09.1845	Zunz, Adelheid	Kley, Johanna	Hamburg-Pöseldorf	Hamburg-Pöseldorf	 16.09.1845
1493	Klingenstein, Joseph an Zunz, Leopold: Odernheim in Rheinhessen, 06.07.1864	Zunz, Leopold	Klingenstein, Joseph	Odernheim in Rheinhessen	Odernheim in Rheinhessen	 06.07.1864
1502	Kohn, Albert (Peczezeile) an Zunz, Leopold: Peczezeile, 1879	Zunz, Leopold	Kohn, Albert (Peczezeile)	Peczezeile	Peczezeile	1879
1531	Krug von Nidda, R. an Zunz, Leopold: o.O., 05.02.1840	Zunz, Leopold	Krug von Nidda, R.	o.O.	o.O.	 05.02.1840
1532	Krug von Nidda, R. an Zunz, Leopold: o.O., erhalten 18.3.1840	Zunz, Leopold	Krug von Nidda, R.	o.O.	o.O.	 erhalten 18.3.1840
1533	Krämer, S. an Zunz, Leopold / Culturverein: Altenmuhr, 29.06.1844	Zunz, Leopold / Culturverein	Krämer, S.	Altenmuhr	Altenmuhr	 29.06.1844
1537	Kuh, Salomon Gavy an Zunz, Leopold: Karlsbad, 18.06.1835	Zunz, Leopold	Kuh, Salomon Gavy	Karlsbad	Karlsbad	 18.06.1835
1538	Kuh, Salomon Gavy an Zunz, Leopold: Köthen, 10.08.1835	Zunz, Leopold	Kuh, Salomon Gavy	Köthen	Köthen	 10.08.1835
1551	Körper, J. H. an Zunz, Leopold: Weseritz in Böhmen, 02.09.1884	Zunz, Leopold	Körper, J. H.	Weseritz in Böhmen	Weseritz in Böhmen	 02.09.1884
1561	Landauer, Meyer Heinrich an Zunz, Leopold: Braunsbach, 17.09.1840	Zunz, Leopold	Landauer, Meyer Heinrich	Braunsbach	Braunsbach	 17.09.1840
1564	Landsberg, Mayer an Zunz, Leopold: o.O., 27.07.1840	Zunz, Leopold	Landsberg, Mayer	o.O.	o.O.	 27.07.1840
1565	Landsberg, Mayer an Zunz, Leopold: o.O., 10.08.1840	Zunz, Leopold	Landsberg, Mayer	o.O.	o.O.	 10.08.1840
1570	Landsberg, Mayer an Zunz, Leopold: o.O., 29.07.1842	Zunz, Leopold	Landsberg, Mayer	o.O.	o.O.	 29.07.1842
1574	Landsberg, Mayer an Zunz, Leopold: o.O., 18.09.1842	Zunz, Leopold	Landsberg, Mayer	o.O.	o.O.	 18.09.1842
1575	Landsberg, Mayer an Zunz, Leopold: o.O., 06.06.1843	Zunz, Leopold	Landsberg, Mayer	o.O.	o.O.	 06.06.1843
1585	Landsberg, Mayer an Zunz, Leopold: Hildesheim, 27.09.1864	Zunz, Leopold	Landsberg, Mayer	Hildesheim	Hildesheim	 27.09.1864
1608	Lattes, Elia an Zunz, Adelheid: o.O., 23.03.1865-27.03.1865	Zunz, Adelheid	Lattes, Elia	o.O.	o.O.	 23.03.1865-27.03.1865
1652	Lehmann, Joseph an Zunz, Leopold: o.O., 26.02.1843	Zunz, Leopold	Lehmann, Joseph	o.O.	o.O.	 26.02.1843
1659	Lesser, ... an Zunz, Leopold: o.O., 23.02.1842	Zunz, Leopold	Lesser, ...	o.O.	o.O.	 23.02.1842
1660	Lesser, Susette an Zunz, Adelheid: o.D.	Zunz, Adelheid	Lesser, Susette	o.D.	o.D.	
1698	Liepmann, Friedrich an Zunz, Leopold: o.O., 16.04.1861	Zunz, Leopold	Liepmann, Friedrich	o.O.	o.O.	 16.04.1861
1706	List, Joel Abraham an Zunz, Leopold: o.O., 08.05.1840	Zunz, Leopold	List, Joel Abraham	o.O.	o.O.	 08.05.1840
1712	Louise an Zunz, Leopold: o.O., 06.01.1874	Zunz, Leopold	Louise	o.O.	o.O.	 06.01.1874
1713	Lumbroso, Giacomo an Zunz, Leopold: o.O., 10.03.1868	Zunz, Leopold	Lumbroso, Giacomo	o.O.	o.O.	 10.03.1868
1714	Luria, Chanoch Sundel Ben Jesaja an Zunz, Leopold: o.O., 25.06.1844	Zunz, Leopold	Luria, Chanoch Sundel Ben Jesaja	o.O.	o.O.	 25.06.1844
1715	Luria, A. an Zunz, Leopold: Altona, 09.03.1859	Zunz, Leopold	Luria, A.	Altona	Altona	 09.03.1859
1736	Löwenheim, H.J. an Zunz, Leopold: Gehaus, 30.09.1829	Zunz, Leopold	Löwenheim, H.J.	Gehaus	Gehaus	 30.09.1829
1737	Löwenheim, H.J. an Zunz, Leopold: Stadt Lengsfeld, 06.08.1850	Zunz, Leopold	Löwenheim, H.J.	Stadt Lengsfeld	Stadt Lengsfeld	 06.08.1850
1738	Löwenheim, Julius an Zunz, Leopold: Lengsfeld, 22.01.1865	Zunz, Leopold	Löwenheim, Julius	Lengsfeld	Lengsfeld	 22.01.1865
1741	Mendele <Moicher Sforim> an Zunz, Leopold: / Abramovitz, S. Y.: Berdyczew, 15.11.1866	Zunz, Leopold	Mendele <Moicher Sforim>	/ Abramovitz	/ Abramovitz	 S. Y.: Berdyczew, 15.11.1866
1744	Seebohm, Betty an Zunz, Adelheid: / Adelaide Bermann: o.O., o.D.	Zunz, Adelheid	Seebohm, Betty	/ Adelaide Bermann: o.O.	/ Adelaide Bermann: o.O.	 o.D.
1748	Unbekannt an Zunz, Leopold: / Verf.: Tobias ?: Hamburg, 02.03.1813	Zunz, Leopold	Unbekannt	/ Verf.: Tobias ?: Hamburg	/ Verf.: Tobias ?: Hamburg	 02.03.1813
1750	Unbekannt an Zunz, Leopold: / Staatsminister: Berlin, 16.04.1859	Zunz, Leopold	Unbekannt	/ Staatsminister: Berlin	/ Staatsminister: Berlin	 16.04.1859
1751	Unbekannt an Zunz, Leopold: / I. G. R.: Berlin, 18.08.1822	Zunz, Leopold	Unbekannt	/ I. G. R.: Berlin	/ I. G. R.: Berlin	 18.08.1822
1834	Zunz, Leopold an Unbekannt: o.O., 14.02.1851	Unbekannt	Zunz, Leopold	o.O.	o.O.	 14.02.1851
1836	Zunz, Leopold an Verlagsbuchhandlung F.A. Brockhaus <Leipzig>. / Entwürfe zu zwei Briefen an F. A. Brockhaus: , 09.07.1872-13.07.1872	Verlagsbuchhandlung F.A. Brockhaus <Leipzig>. / Entwürfe zu zwei Briefen	Zunz, Leopold			 09.07.1872-13.07.1872
1839	Bendavid, Lazarus an Gauß, Carl Friedrich: 18.05.1817	Gauß, Carl Friedrich	Bendavid, Lazarus	18.05.1817	18.05.1817	
1840	Bendavid, Lazarus an Tedeschi, Michelangelo: / Abate Michelangelo Tedeschi: o.D.	Tedeschi, Michelangelo	Bendavid, Lazarus	/ Abate Michelangelo Tedeschi: o.D.	/ Abate Michelangelo Tedeschi: o.D.	
1841	Bendavid, Lazarus an Unbekannt / Preussische Akademie der Wissenschaften <Berlin>: / Monsieur: zwischen 1801 und 1804	Unbekannt / Preussische Akademie der Wissenschaften <Berlin>	Bendavid, Lazarus	/ Monsieur: zwischen 1801 und 1804	/ Monsieur: zwischen 1801 und 1804	
1842	Bendavid, Lazarus an Kästner, Abraham Gotthelf: / Hofrath Kästner: 27.06.1789	Kästner, Abraham Gotthelf	Bendavid, Lazarus	/ Hofrath Kästner: 27.06.1789	/ Hofrath Kästner: 27.06.1789	
1843	Bendavid, Lazarus an Eberhard, Johann August: 1791	Eberhard, Johann August	Bendavid, Lazarus	1791	1791	
1844	Bendavid, Lazarus an Parthey, Friedrich / Bendavid, Lazarus: / Hofrath Parthei: o.O., um 1822	Parthey, Friedrich / Bendavid, Lazarus	Bendavid, Lazarus	/ Hofrath Parthei: o.O.	/ Hofrath Parthei: o.O.	 um 1822
1845	Bendavid, Lazarus an Stieglitz, Johann / Koch, G. F. / Jungius, Joachim: / Dr. Stieglitz in Hannover: o.D.	Stieglitz, Johann / Koch, G. F. / Jungius, Joachim	Bendavid, Lazarus	/ Dr. Stieglitz in Hannover: o.D.	/ Dr. Stieglitz in Hannover: o.D.	
1846	Bendavid, Lazarus an Unbekannt: o.D.	Unbekannt	Bendavid, Lazarus	o.D.	o.D.	
1847	Bendavid, Lazarus an Gilly, David: 20.10.1807	Gilly, David	Bendavid, Lazarus	20.10.1807	20.10.1807	
1848	Bendavid, Lazarus an Unbekannt: / Lieber Freund: 14.11.1807	Unbekannt	Bendavid, Lazarus	/ Lieber Freund: 14.11.1807	/ Lieber Freund: 14.11.1807	
1849	Bendavid, Lazarus an Jost, Isaak Markus / Eybeshits, Yehonatan ben Natan Nata / Frey, Lucius Junius / Sabbetay Sevî: / lieber Herr College: o.O., 07.10.1812	Jost, Isaak Markus / Eybeshits, Yehonatan ben Natan Nata / Frey, Lucius Junius / Sabbetay Sevî	Bendavid, Lazarus	/ lieber Herr College: o.O.	/ lieber Herr College: o.O.	 07.10.1812
1850	Bendavid, Lazarus an Ransleben, Johann Ludwig / Feuerbach, Paul Johann Anselm von / Grolman, Karl Ludwig Wilhelm von: o.D.	Ransleben, Johann Ludwig / Feuerbach, Paul Johann Anselm von / Grolman, Karl Ludwig Wilhelm von	Bendavid, Lazarus	o.D.	o.D.	
1851	Bendavid, Lazarus an Stieglitz, Johann / Koch, G. F. / Jungius, Joachim: o.D.	Stieglitz, Johann / Koch, G. F. / Jungius, Joachim	Bendavid, Lazarus	o.D.	o.D.	
1852	Bendavid, Lazarus an Bellermann, Johann Joachim: / Ew. Hochwürden: 15.11.1824	Bellermann, Johann Joachim	Bendavid, Lazarus	/ Ew. Hochwürden: 15.11.1824	/ Ew. Hochwürden: 15.11.1824	
1853	Bendavid, Lazarus / Goethe, Johann Wolfgang von an Zelter, Carl Friedrich / Franklin, Benjamin / Home, Henry / Goethe, Johann Wolfgang von: o.O., 26.03.1829	Zelter, Carl Friedrich / Franklin, Benjamin / Home, Henry / Goethe, Johann Wolfgang von	Bendavid, Lazarus / Goethe, Johann Wolfgang von	o.O.	o.O.	 26.03.1829
1854	Bendavid, Lazarus an Unbekannt / Jungius, Joachim: / Ew. Wohlgebohren: Berlin, 14.05.1822	Unbekannt / Jungius, Joachim	Bendavid, Lazarus	/ Ew. Wohlgebohren: Berlin	/ Ew. Wohlgebohren: Berlin	 14.05.1822
1855	Bendavid, Lazarus an Unbekannt: / Lieber Freund: 12.05.1808	Unbekannt	Bendavid, Lazarus	/ Lieber Freund: 12.05.1808	/ Lieber Freund: 12.05.1808	
1856	Bendavid, Lazarus an Klein, .... Anmerkungen zu Anfragen von Klein: 08.05.1804	Klein, .... Anmerkungen zu Anfragen von Klein	Bendavid, Lazarus	08.05.1804	08.05.1804	
1857	Bendavid, Lazarus an Unbekannt. Briefentwurf: o.D.	Unbekannt. Briefentwurf	Bendavid, Lazarus	o.D.	o.D.	
1858	Auerbach, Isaac Levin an Bendavid, Lazarus: / I. L. Auerbach: Berlin, 08.06.1819	Bendavid, Lazarus	Auerbach, Isaac Levin	/ I. L. Auerbach: Berlin	/ I. L. Auerbach: Berlin	 08.06.1819
1859	Bellermann, Johann Joachim an Bendavid, Lazarus / Bendavid, Lazarus: o.O., 30.01.1812	Bendavid, Lazarus / Bendavid, Lazarus	Bellermann, Johann Joachim	o.O.	o.O.	 30.01.1812
1860	Bellermann, Johann Joachim an Bendavid, Lazarus: 08.03.1812	Bendavid, Lazarus	Bellermann, Johann Joachim	08.03.1812	08.03.1812	
1861	Bellermann, Johann Joachim an Bendavid, Lazarus: / Bellermann: 11.11.1824	Bendavid, Lazarus	Bellermann, Johann Joachim	/ Bellermann: 11.11.1824	/ Bellermann: 11.11.1824	
1862	Bendavid, Lazarus / Jungius, Joachim / Baumgärtnersche Buchhandlung <Leipzig>: / Baumgärtners Bchhdl: Leipzig, 07.04.1824			/ Baumgärtners Bchhdl: Leipzig	/ Baumgärtners Bchhdl: Leipzig	 07.04.1824
1863	Biester, Johann Erich an Bendavid, Lazarus: 16.12.1891	Bendavid, Lazarus	Biester, Johann Erich	16.12.1891		16.12.1891
1864	Biester, Johann Erich an Bendavid, Lazarus: 31.03.1804	Bendavid, Lazarus	Biester, Johann Erich	31.03.1804	31.03.1804	
1865	Castillon, Jean an Bendavid, Lazarus: / J. DE CASTILLON: Berlin, 13.04.1787	Bendavid, Lazarus	Castillon, Jean	/ J. DE CASTILLON: Berlin	/ J. DE CASTILLON: Berlin	 13.04.1787
1866	Castillon, Friedrich an Bendavid, Lazarus: / F. de Castillon: Lausanne, 14.07.1787	Bendavid, Lazarus	Castillon, Friedrich	/ F. de Castillon: Lausanne	/ F. de Castillon: Lausanne	 14.07.1787
1868	Eberhard, Johann August an Bendavid, Lazarus / Nicolai, Friedrich: / Eberhard: Halle, 16.02.1791	Bendavid, Lazarus / Nicolai, Friedrich	Eberhard, Johann August	/ Eberhard: Halle	/ Eberhard: Halle	 16.02.1791
1869	Eberhard, Johann August an Bendavid, Lazarus / Maimon, Salomon / Bendavid, Lazarus: / J A Eberhard: Halle, 23.09.1791	Bendavid, Lazarus / Maimon, Salomon / Bendavid, Lazarus	Eberhard, Johann August	/ J A Eberhard: Halle	/ J A Eberhard: Halle	 23.09.1791
1870	Eberhard, Johann August an Bendavid, Lazarus: / J A Eberhard: Halle, 15.10.1791	Bendavid, Lazarus	Eberhard, Johann August	/ J A Eberhard: Halle	/ J A Eberhard: Halle	 15.10.1791
1871	Gröben, Karl Wilhelm von der an Bendavid, Lazarus: o.O., 29.11.1805	Bendavid, Lazarus	Gröben, Karl Wilhelm von der	o.O.	o.O.	 29.11.1805
1872	Gröben, Karl Wilhelm von der an Bendavid, Lazarus: 03.07.1805	Bendavid, Lazarus	Gröben, Karl Wilhelm von der	03.07.1805	03.07.1805	
1877	Kästner, Abraham Gotthelf / Unbekannt an Bendavid, Lazarus: 07.04.1792	Bendavid, Lazarus	Kästner, Abraham Gotthelf / Unbekannt	07.04.1792		07.04.1792
1881	Kästner, Abraham Gotthelf an Bendavid, Lazarus / Kästner, Abraham Gotthelf: G., 07.05.1791	Bendavid, Lazarus / Kästner, Abraham Gotthelf	Kästner, Abraham Gotthelf	G.	G.	 07.05.1791
1882	Kästner, Abraham Gotthelf an Bendavid, Lazarus: G., 07.04.1792	Bendavid, Lazarus	Kästner, Abraham Gotthelf	G.	G.	 07.04.1792
1884	Kästner, Abraham Gotthelf an Bendavid, Lazarus: o.D.	Bendavid, Lazarus	Kästner, Abraham Gotthelf	o.D.	o.D.	
1887	Kästner, Abraham Gotthelf an Bendavid, Lazarus: G., 04.08.1794	Bendavid, Lazarus	Kästner, Abraham Gotthelf	G.	G.	 04.08.1794
1888	Kästner, Abraham Gotthelf an Bendavid, Lazarus: G., 7.??.1795 (Monat unleserlich)	Bendavid, Lazarus	Kästner, Abraham Gotthelf	G.	G.	 7.??.1795 (Monat unleserlich)
1891	Kästner, Abraham Gotthelf an Bendavid, Lazarus: G., 07.11.1799	Bendavid, Lazarus	Kästner, Abraham Gotthelf	G.	G.	 07.11.1799
1892	Kästner, Abraham Gotthelf an Bendavid, Lazarus / Becker, Wilhelm Gottlieb / Scheibel, Johann Ephraim / Carpzov, Johann Benedict / Nicolai, Friedrich: April 1794; August 1795	Bendavid, Lazarus / Becker, Wilhelm Gottlieb / Scheibel, Johann Ephraim / Carpzov, Johann Benedict / Nicolai, Friedrich	Kästner, Abraham Gotthelf	April 1794; August 1795	April 1794; August 1795	
1893	Maimon, Salomon an Bendavid, Lazarus: Siegersdorf bei Freistadt in Schlesien, 07.02.1800	Bendavid, Lazarus	Maimon, Salomon	Siegersdorf bei Freistadt in Schlesien	Siegersdorf bei Freistadt in Schlesien	 07.02.1800
1894	Maimon, Salomon an Bendavid, Lazarus: Siegersdorf bei Freystadt in Schlesien, 24.05.1800	Bendavid, Lazarus	Maimon, Salomon	Siegersdorf bei Freystadt in Schlesien	Siegersdorf bei Freystadt in Schlesien	 24.05.1800
1895	Meyer an Bendavid, Lazarus: 29.11.1821	Bendavid, Lazarus	Meyer	29.11.1821		29.11.1821
1896	Pochhammer, Georg Friedrich an Bendavid, Lazarus / Garmatter, Valentin: 13.01.1822	Bendavid, Lazarus / Garmatter, Valentin	Pochhammer, Georg Friedrich	13.01.1822	13.01.1822	
